奉贈韋左丞丈二十二韻 // 0276 0001,中7.2251,中PDF7.30,揚31.4
上卿翁請修武侯廟遺像缺落時崔卿權夔州 // 5247 0831,中7.2508,中PDF7.287,揚34.21
偶題 // 4194 0832,中7.2509,中PDF7.288,揚34.22
秋興八首 // 3789-1 0833-1,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-2 0833-2,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-3 0833-3,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-4 0833-4,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-5 0833-5,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-6 0833-6,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-7 0833-7,中7.2509,中PDF7.288,揚34.23
秋興八首 // 3789-8 0833-8,中7.2509,中PDF7.288,揚34.23
詠懷古迹五首 // 3841-1 0834-1,中7.2510,中PDF7.289,揚34.24
詠懷古迹五首 // 3841-2 0834-2,中7.2510,中PDF7.289,揚34.24
詠懷古迹五首 // 3841-3 0834-3,中7.2510,中PDF7.289,揚34.24
詠懷古迹五首 // 3841-4 0834-4,中7.2510,中PDF7.289,揚34.24
詠懷古迹五首 // 3841-5 0834-5,中7.2510,中PDF7.289,揚34.24
諸將五首 // 3763-1 0835-1,中7.2511,中PDF7.290,揚34.25
諸將五首 // 3763-2 0835-2,中7.2511,中PDF7.290,揚34.25
諸將五首 // 3763-3 0835-3,中7.2511,中PDF7.290,揚34.25
諸將五首 // 3763-4 0835-4,中7.2511,中PDF7.290,揚34.25
諸將五首 // 3763-5 0835-5,中7.2511,中PDF7.290,揚34.25
秋日夔府詠懷奉寄鄭監李賓客一百韻 // 4834 0836,中7.2512,中PDF7.291,揚34.26
贈李八祕書別三十韻 // 4725 0837,中7.2514,中PDF7.293,揚34.28
寄劉峽州伯華使君四十韻 // 4892 0838,中7.2515,中PDF7.294,揚34.29
夔府書懷四十韻 // 4161 0839,中7.2516,中PDF7.295,揚34.30
解悶十二首 // 4940-1 0840-1,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-2 0840-2,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-3 0840-3,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-4 0840-4,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-5 0840-5,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-6 0840-6,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-7 0840-7,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-8 0840-8,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-9 0840-9,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-10 0840-10,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-11 0840-11,中7.2517,中PDF7.296,揚34.31
解悶十二首 // 4940-12 0840-12,中7.2517,中PDF7.296,揚34.31
復愁十二首 // 5063-1 0841-1,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-2 0841-2,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-3 0841-3,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-4 0841-4,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-5 0841-5,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-6 0841-6,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-7 0841-7,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-8 0841-8,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-9 0841-9,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-10 0841-10,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-11 0841-11,中7.2518,中PDF7.297,揚34.32
復愁十二首 // 5063-12 0841-12,中7.2518,中PDF7.297,揚34.32
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-1 0842-1,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-2 0842-2,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-3 0842-3,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-4 0842-4,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-5 0842-5,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-6 0842-6,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-7 0842-7,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-8 0842-8,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-9 0842-9,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-10 0842-10,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-11 0842-11,中7.2519,中PDF7.298,揚34.33
承聞河北諸道節度入朝歡喜口號絕句十二首 // 4507-12 0842-12,中7.2519,中PDF7.298,揚34.33
喜聞盜賊蕃寇總退口號五首 // 5405 0843,中7.2520,中PDF7.299,揚34.34
洞房 // 4965 0844,中7.2520,中PDF7.299,揚34.35
宿昔 // 4969 0845,中7.2521,中PDF7.300,揚34.35
能畫 // 4972 0846,中7.2521,中PDF7.300,揚34.35
鬬雞 // 4976 0847,中7.2521,中PDF7.300,揚34.35
鸚鵡 // 4995 0848,中7.2521,中PDF7.300,揚34.36
歷歷 // 4979 0849,中7.2521,中PDF7.300,揚34.36
洛陽 // 4982 0850,中7.2521,中PDF7.300,揚34.36
驪山 // 4985 0851,中7.2522,中PDF7.301,揚34.36
提封 // 4988 0852,中7.2522,中PDF7.301,揚34.36
覆舟二首 // 3885-1 0853-1,中7.2522,中PDF7.301,揚34.36
覆舟二首 // 3885-2 0853-2,中7.2522,中PDF7.301,揚34.36
垂白 // 3915 0854,中7.2522,中PDF7.301,揚34.37
草閣 // 3924 0855,中7.2523,中PDF7.302,揚34.37
江月 // 3927 0856,中7.2523,中PDF7.302,揚34.37
江上 // 3930 0857,中7.2523,中PDF7.302,揚34.37
中夜 // 3933 0858,中7.2523,中PDF7.302,揚34.37
江漢 // 5575 0859,中7.2523,中PDF7.302,揚34.37
白露 // 4704 0860,中7.2523,中PDF7.302,揚34.37
孟氏 // 4776 0861,中7.2524,中PDF7.303,揚34.38
吾宗 // 4781 0862,中7.2524,中PDF7.303,揚34.38
有歎 // 5374 0863,中7.2524,中PDF7.303,揚34.38
冬深 // 5646 0864,中7.2524,中PDF7.303,揚34.38
不寐 // 3910 0865,中7.2524,中PDF7.303,揚34.38
月圓 // 3904 0866,中7.2525,中PDF7.304,揚34.38
中宵 // 3906 0867,中7.2525,中PDF7.304,揚34.39
遣愁 // 3935 0868,中7.2525,中PDF7.304,揚34.39
秋清 // 5155 0869,中7.2525,中PDF7.304,揚34.39
傷秋 // 5133 0870,中7.2525,中PDF7.304,揚34.39
秋峽 // 5153 0871,中7.2526,中PDF7.305,揚34.39
南極 // 4231 0872,中7.2526,中PDF7.305,揚34.39
搖落 // 3921 0873,中7.2526,中PDF7.305,揚34.39
耳聾 // 5140 0874,中7.2526,中PDF7.305,揚34.40
獨坐二首 // 5143-1 0875-1,中7.2526,中PDF7.305,揚34.40
獨坐二首 // 5143-2 0875-2,中7.2526,中PDF7.305,揚34.40
遠遊 // 3912 0876,中7.2527,中PDF7.306,揚34.40
夜 // 3785 0877,中7.2527,中PDF7.306,揚34.40
暮春 // 4433 0878,中7.2527,中PDF7.306,揚34.40
晴二首 // 4404-1 0879-1,中7.2527,中PDF7.306,揚34.40
晴二首 // 4404-2 0879-2,中7.2527,中PDF7.306,揚34.40
雨 // 4410 0880,中7.2527,中PDF7.306,揚34.41
月三首 // 4593-1 0881-1,中7.2528,中PDF7.307,揚34.41
月三首 // 4593-2 0881-2,中7.2528,中PDF7.307,揚34.41
月三首 // 4593-3 0881-3,中7.2528,中PDF7.307,揚34.41
雨 // 3683 0882,中7.2528,中PDF7.307,揚34.41
晚晴 // 3712 0883,中7.2528,中PDF7.307,揚34.41
夜雨 // 4711 0884,中7.2528,中PDF7.307,揚34.41
更題 // 4714 0885,中7.2529,中PDF7.308,揚34.42
歸 // 4543 0886,中7.2529,中PDF7.308,揚34.42
返照 // 3940 0887,中7.2529,中PDF7.308,揚34.42
熱三首 // 3626-1 0888-1,中7.2529,中PDF7.308,揚34.42
熱三首 // 3626-2 0888-2,中7.2529,中PDF7.308,揚34.42
熱三首 // 3626-3 0888-3,中7.2529,中PDF7.308,揚34.42
日暮 // 5015 0889,中7.2530,中PDF7.309,揚34.42
八月十五夜月二首 // 5005-1 0890-1,中7.2530,中PDF7.309,揚34.43
八月十五夜月二首 // 5005-2 0890-2,中7.2530,中PDF7.309,揚34.43
十六夜翫月 // 5010 0891,中7.2530,中PDF7.309,揚34.43
十七夜對月 // 5013 0892,中7.2530,中PDF7.309,揚34.43
村雨 // 3271 0893,中7.2531,中PDF7.310,揚34.43
雨晴 // 3918 0894,中7.2531,中PDF7.310,揚34.43
晚晴吳郞見過北舍 // 5061 0895,中7.2531,中PDF7.310,揚34.43
暝 // 5032 0896,中7.2531,中PDF7.310,揚34.43
雲 // 5156 0897,中7.2531,中PDF7.310,揚34.44
月 // 5148 0898,中7.2531,中PDF7.310,揚34.44
雨四首 // 5164-1 0899-1,中7.2532,中PDF7.311,揚34.44
雨四首 // 5164-2 0899-2,中7.2532,中PDF7.311,揚34.44
雨四首 // 5164-3 0899-3,中7.2532,中PDF7.311,揚34.44
雨四首 // 5164-4 0899-4,中7.2532,中PDF7.311,揚34.44
夜 // 5138 0900,中7.2532,中PDF7.311,揚34.44
晨雨 // 4416 0901,中7.2532,中PDF7.311,揚34.44
返照 // 5018 0902,中7.2533,中PDF7.312,揚34.45
向夕 // 5230 0903,中7.2533,中PDF7.312,揚34.45
曉望 // 5030 0904,中7.2533,中PDF7.312,揚34.45
雷 // 5232 0905,中7.2533,中PDF7.312,揚34.45
雨 // 3483 0906,中7.2533,中PDF7.312,揚34.45
朝二首 // 5235-1 0907-1,中7.2534,中PDF7.313,揚34.45
朝二首 // 5235-2 0907-2,中7.2534,中PDF7.313,揚34.45
晚 // 5035 0908,中7.2534,中PDF7.313,揚34.45
夜二首 // 5158-1 0909-1,中7.2534,中PDF7.313,揚34.46
夜二首 // 5158-2 0909-2,中7.2534,中PDF7.313,揚34.46
宗武生日 // 2647 0910,中7.2535,中PDF7.314,揚34.46
又示宗武 // 5388 0911,中7.2535,中PDF7.314,揚34.46
熟食日示宗文宗武 // 4466 0912,中7.2535,中PDF7.314,揚34.46
又示兩兒 // 4470 0913,中7.2535,中PDF7.314,揚34.47
社日兩篇 // 5001-1 0914-1,中7.2536,中PDF7.315,揚34.47
社日兩篇 // 5001-2 0914-2,中7.2536,中PDF7.315,揚34.47
九日五首 // 5081-1 0915-1,中7.2536,中PDF7.315,揚34.47
九日五首 // 5081-2 0915-2,中7.2536,中PDF7.315,揚34.47
九日五首 // 5081-3 0915-3,中7.2536,中PDF7.315,揚34.47
九日五首 // 5081-4 0915-4,中7.2536,中PDF7.315,揚34.47
九日諸人集于林 // 3937 0916,中7.2536,中PDF7.315,揚34.48
大曆二年九月三十日 // 5205 0917,中7.2537,中PDF7.316,揚34.48
十月一日 // 5207 0918,中7.2537,中PDF7.316,揚34.48
孟冬 // 5212 0919,中7.2537,中PDF7.316,揚34.48
冬至 // 5325 0920,中7.2537,中PDF7.316,揚34.48
小至 // 5328 0921,中7.2537,中PDF7.316,揚34.48
覽物 // 3591 0922,中7.2538,中PDF7.317,揚34.49
憶鄭南玭 // 3595 0923,中7.2538,中PDF7.317,揚34.49
懷㶚上遊 // 4413 0924,中7.2538,中PDF7.317,揚34.49
愁 // 4387 0925,中7.2538,中PDF7.317,揚34.49
晝夢 // 4393 0926,中7.2538,中PDF7.317,揚34.49
覽鏡呈柏中丞 // 4299 0927,中7.2539,中PDF7.318,揚34.49
即事 // 4438 0928,中7.2539,中PDF7.318,揚34.50
即事 // 5135 0929,中7.2539,中PDF7.318,揚34.50
悶 // 5239 0930,中7.2539,中PDF7.318,揚34.50
戲作俳諧體遣悶二首 // 5171-1 0931-1,中7.2539,中PDF7.318,揚34.50
戲作俳諧體遣悶二首 // 5171-2 0931-2,中7.2539,中PDF7.318,揚34.50
得舍弟觀書自中都已達江陵今茲暮春月末行李合到夔州悲喜相兼團圓可待賦詩即事情見乎詞 // 4474 0932,中7.2540,中PDF7.319,揚34.50
喜觀即到復題短篇二首 // 4477-1 0933-1,中7.2540,中PDF7.319,揚34.51
喜觀即到復題短篇二首 // 4477-2 0933-2,中7.2540,中PDF7.319,揚34.51
舍弟觀歸藍田迎新婦送示兩篇 // 4607-1 0934-1,中7.2540,中PDF7.319,揚34.51
舍弟觀歸藍田迎新婦送示兩篇 // 4607-2 0934-2,中7.2540,中PDF7.319,揚34.51
第五弟豐獨在江左近三四載寂無消息覓使寄此二首 // 4718-1 0935-1,中7.2541,中PDF7.320,揚34.51
第五弟豐獨在江左近三四載寂無消息覓使寄此二首 // 4718-2 0935-2,中7.2541,中PDF7.320,揚34.51
舍弟觀赴藍田取妻子到江陵喜寄三首 // 5347-1 0936-1,中7.2541,中PDF7.320,揚34.51
舍弟觀赴藍田取妻子到江陵喜寄三首 // 5347-2 0936-2,中7.2541,中PDF7.320,揚34.51
舍弟觀赴藍田取妻子到江陵喜寄三首 // 5347-3 0936-3,中7.2541,中PDF7.320,揚34.51
江雨有懷鄭典設 // 4462 0937,中7.2541,中PDF7.320,揚34.52
王十五前閣會 // 4377 0938,中7.2542,中PDF7.321,揚34.52
寄韋有夏郞中 // 3550 0939,中7.2542,中PDF7.321,揚34.52
陪柏中丞觀宴將士二首 // 4303-1 0940-1,中7.2542,中PDF7.321,揚34.52
陪柏中丞觀宴將士二首 // 4303-2 0940-2,中7.2542,中PDF7.321,揚34.52
七月一日題終明府水樓二首 // 4634-1 0941-1,中7.2542,中PDF7.321,揚34.53
七月一日題終明府水樓二首 // 4634-2 0941-2,中7.2542,中PDF7.321,揚34.53
季秋蘇五弟纓江樓夜宴崔十三評事韋少府姪三首 // 5116-1 0942-1,中7.2543,中PDF7.322,揚34.53
季秋蘇五弟纓江樓夜宴崔十三評事韋少府姪三首 // 5116-2 0942-2,中7.2543,中PDF7.322,揚34.53
季秋蘇五弟纓江樓夜宴崔十三評事韋少府姪三首 // 5116-3 0942-3,中7.2543,中PDF7.322,揚34.53
九月一日過孟十二倉曹十四主簿兄弟 // 5045 0943,中7.2543,中PDF7.322,揚34.53
過客相尋 // 4533 0944,中7.2543,中PDF7.322,揚34.53
孟倉曹步趾領新酒醬二物滿器見遺老夫 // 5047 0945,中7.2543,中PDF7.322,揚34.54
柳司馬至 // 5332 0946,中7.2544,中PDF7.323,揚34.54
簡吳郞司法 // 5054 0947,中7.2544,中PDF7.323,揚34.54
又呈吳郞 // 5056 0948,中7.2544,中PDF7.323,揚34.54
覃山人隱居 // 5098 0949,中7.2544,中PDF7.323,揚34.54
柏學士茅屋 // 5102 0950,中7.2544,中PDF7.323,揚34.55
題柏大兄弟山居屋壁二首 // 5106-1 0951-1,中7.2544,中PDF7.323,揚34.55
題柏大兄弟山居屋壁二首 // 5106-2 0951-2,中7.2544,中PDF7.323,揚34.55
戲寄崔評事表姪蘇五表弟韋大少府諸姪 // 5122 0952,中7.2545,中PDF7.324,揚34.55
秋日寄題鄭監湖上亭三首 // 3947-1 0953-1,中7.2545,中PDF7.324,揚34.55
秋日寄題鄭監湖上亭三首 // 3947-2 0953-2,中7.2545,中PDF7.324,揚34.55
秋日寄題鄭監湖上亭三首 // 3947-3 0953-3,中7.2545,中PDF7.324,揚34.55
謁眞諦寺禪師 // 5257 0954,中7.2545,中PDF7.324,揚34.55
別崔潩因寄薛據孟雲卿 // 4769 0955,中7.2546,中PDF7.325,揚34.56
送李八祕書赴杜相公幕 // 4743 0956,中7.2546,中PDF7.325,揚34.56
巫峽敝廬奉贈侍御四舅別之澧朗 // 4773 0957,中7.2546,中PDF7.325,揚34.56
奉送十七舅下邵桂 // 5345 0958,中7.2546,中PDF7.325,揚34.56
送覃二判官 // 5586 0959,中7.2546,中PDF7.325,揚34.56
季夏送鄕弟韶陪黃門從叔朝謁 // 4614 0960,中7.2547,中PDF7.326,揚34.56
送十五弟侍御使蜀 // 4604 0961,中7.2547,中PDF7.326,揚34.57
送田四弟將軍將夔州柏中丞命起居江陵節度陽城郡王衞公幕 // 5042 0962,中7.2547,中PDF7.326,揚34.57
送王十六判官 // 4235 0963,中7.2547,中PDF7.326,揚34.57
奉送卿二翁統節度鎭軍還江陵 // 5250 0964,中7.2547,中PDF7.326,揚34.57
送鮮于萬州遷巴州 // 5342 0965,中7.2547,中PDF7.326,揚34.57
寄杜位 // 5243 0966,中7.2548,中PDF7.327,揚34.57
奉寄李十五祕書二首 // 3607-1 0967-1,中7.2548,中PDF7.327,揚34.57
奉寄李十五祕書二首 // 3607-2 0967-2,中7.2548,中PDF7.327,揚34.57
奉送韋中丞之晉赴湖南 // 5339 0968,中7.2548,中PDF7.327,揚34.58
送李功曹之荆州充鄭侍御判官重贈 // 4180 0969,中7.2548,中PDF7.327,揚34.58
送孟十二倉曹赴東京選 // 5050 0970,中7.2549,中PDF7.328,揚34.58
憑孟倉曹將書覓土婁舊莊 // 5052 0971,中7.2549,中PDF7.328,揚34.58
別蘇徯 // 4764 0972,中7.2549,中PDF7.328,揚34.58
存歿口號二首 // 3899-1 0973-1,中7.2549,中PDF7.328,揚34.59
存歿口號二首 // 3899-2 0973-2,中7.2549,中PDF7.328,揚34.59
奉漢中王手札報韋侍御蕭尊師亡 // 3896 0974,中7.2549,中PDF7.328,揚34.59
哭王彭州掄 // 4184 0975,中7.2550,中PDF7.329,揚34.59
見螢火 // 4692 0976,中7.2550,中PDF7.329,揚34.59
吹笛 // 3943 0977,中7.2550,中PDF7.329,揚34.60
孤雁 // 4997 0978,中7.2550,中PDF7.329,揚34.60
鷗 // 5214 0979,中7.2551,中PDF7.330,揚34.60
猿 // 5217 0980,中7.2551,中PDF7.330,揚34.60
黃魚 // 5226 0981,中7.2551,中PDF7.330,揚34.60
白小 // 5228 0982,中7.2551,中PDF7.330,揚34.60
麂 // 5219 0983,中7.2551,中PDF7.330,揚34.61
雞 // 5223 0984,中7.2552,中PDF7.331,揚34.61
玉腕騮 // 5244 0985,中7.2552,中PDF7.331,揚34.61
見王監兵馬使說近山有白黑二鷹羅者久取竟未能得王以爲毛骨有異他鷹恐臘後春生鶱飛避暖勁翮思秋之甚眇不可見請余賦詩 // 4337-1 0986-1,中7.2552,中PDF7.331,揚34.61
見王監兵馬使說近山有白黑二鷹羅者久取竟未能得王以爲毛骨有異他鷹恐臘後春生鶱飛避暖勁翮思秋之甚眇不可見請余賦詩 // 4337-2 0986-2,中7.2552,中PDF7.331,揚34.61
太歲日 // 5396 0987,中7.2553,中PDF7.332,揚34.62
元日示宗武 // 5385 0988,中7.2553,中PDF7.332,揚34.62
遠懷舍弟穎觀等 // 5391 0989,中7.2553,中PDF7.332,揚34.62
續得觀書迎就當陽居止正月中旬定出三峽 // 5393 0990,中7.2553,中PDF7.332,揚34.63
將別巫峽贈南卿兄瀼西果園四十畝 // 5421 0991,中7.2554,中PDF7.333,揚34.63
送大理封主簿五郞親事不合卻赴通州主簿前閬州賢子余與主簿平章鄭氏女子垂欲納鄭氏伯父京書至女子已許他族親事遂停 // 5413 0992,中7.2554,中PDF7.333,揚34.63
人日兩篇 // 5400-1 0993-1,中7.2554,中PDF7.333,揚34.64
人日兩篇 // 5400-2 0993-2,中7.2554,中PDF7.333,揚34.64
江梅 // 4367 0994,中7.2555,中PDF7.334,揚34.64
庭草 // 4371 0995,中7.2555,中PDF7.334,揚34.64
大曆三年春白帝城放船出瞿塘峽久居夔府將適江陵漂泊有詩凡四十韻 // 5434 0996,中7.2555,中PDF7.334,揚34.64
巫山縣汾州唐使君十八弟宴別兼諸公攜酒樂相送率題小詩留於屋壁 // 5425 0997,中7.2556,中PDF7.335,揚34.65
春夜峽州田侍御長史津亭留宴 // 5432 0998,中7.2556,中PDF7.335,揚34.65
泊松滋江亭 // 5452 0999,中7.2556,中PDF7.335,揚34.65
行次古城店泛江作不揆鄙拙奉呈江陵幕府諸公 // 5455 1000,中7.2556,中PDF7.335,揚34.66
乘雨入行軍六弟宅 // 5458 1001,中7.2557,中PDF7.336,揚34.66
宴胡侍御書堂 // 5462 1002,中7.2557,中PDF7.336,揚34.66
書堂飲旣夜復邀李尙書下馬月下賦絕句 // 5464 1003,中7.2557,中PDF7.336,揚34.66
上巳日徐司錄林園宴集 // 5460 1004,中7.2557,中PDF7.336,揚34.66
奉送蘇州李二十五長史丈之任 // 5466 1005,中7.2557,中PDF7.336,揚34.66
暮春江陵送馬大卿公恩命追赴闕下 // 5469 1006,中7.2557,中PDF7.336,揚34.67
暮春陪李尙書李中丞過鄭監湖亭泛舟 // 5475 1007,中7.2558,中PDF7.337,揚34.67
奉送蜀州柏二別駕將中丞命赴江陵起居衛尙書太夫人因示從弟行軍司馬佐 // 4310 1008,中7.2558,中PDF7.337,揚34.67
夏日楊長寧宅送崔侍御常正字入京 // 5500 1009,中7.2558,中PDF7.337,揚34.67
和江陵宋大少府暮春雨後同諸公及舍弟宴書齋 // 5473 1010,中7.2558,中PDF7.337,揚34.68
宇文晁尙書之甥崔彧司業之孫尙書之子重泛鄭監前湖 // 5477 1011,中7.2558,中PDF7.337,揚34.68
多病執熱奉懷李尙書 // 5507 1012,中7.2559,中PDF7.338,揚34.68
水宿遣興奉呈羣公 // 5510 1013,中7.2559,中PDF7.338,揚34.68
奉賀陽城郡王太夫人恩命加鄧國太夫人 // 5037 1014,中7.2559,中PDF7.338,揚34.69
江陵望幸 // 2982 1015,中7.2560,中PDF7.339,揚34.69
江邊星月二首 // 5538-1 1016-1,中7.2560,中PDF7.339,揚34.69
江邊星月二首 // 5538-2 1016-2,中7.2560,中PDF7.339,揚34.69
舟月對驛近寺 // 5526 1017,中7.2560,中PDF7.339,揚34.69
舟中 // 5528 1018,中7.2560,中PDF7.339,揚34.69
遣悶 // 5522 1019,中7.2560,中PDF7.339,揚34.70
江陵節度陽城郡王新樓成王請嚴侍御判官賦七字句同作 // 5530 1020,中7.2561,中PDF7.340,揚34.70
又作此奉衛王 // 5534 1021,中7.2561,中PDF7.340,揚34.70
舟出江陵南浦奉寄鄭少尹 // 5593 1022,中7.2561,中PDF7.340,揚34.70
江南逢李龜年 // 5993 1023,中7.2561,中PDF7.340,揚34.71
官亭夕坐戲簡顏十少府 // 5622 1024,中7.2562,中PDF7.341,揚34.71
秋日荆南述懷三十韻 // 5542 1025,中7.2562,中PDF7.341,揚34.71
秋日荆南送石首薛明府辭滿告別奉寄薛尙書頌德敍懷斐然之作三十韻 // 5557 1026,中7.2562,中PDF7.341,揚34.72
哭李尙書 // 5601 1027,中7.2563,中PDF7.342,揚34.72
重題 // 5607 1028,中7.2563,中PDF7.342,揚34.73
獨坐 // 5568 1029,中7.2564,中PDF7.343,揚34.73
暮歸 // 5571 1030,中7.2564,中PDF7.343,揚34.73
移居公安敬贈衛大郞 // 5624 1031,中7.2564,中PDF7.343,揚34.73
公安送韋二少府匡贊 // 5628 1032,中7.2564,中PDF7.343,揚34.74
贈虞十五司馬 // 2321 1033,中7.2564,中PDF7.343,揚34.74
公安縣懷古 // 5631 1034,中7.2565,中PDF7.344,揚34.74
公安送李二十九弟晉肅入蜀余下沔鄂 // 5639 1035,中7.2565,中PDF7.344,揚34.74
宴王使君宅題二首 // 5633-1 1036-1,中7.2565,中PDF7.344,揚34.74
宴王使君宅題二首 // 5633-2 1036-2,中7.2565,中PDF7.344,揚34.74
留別公安太易沙門 // 5642 1037,中7.2565,中PDF7.344,揚34.75
曉發公安 // 5649 1038,中7.2566,中PDF7.345,揚34.75
泊岳陽城下 // 5667 1039,中7.2566,中PDF7.345,揚34.75
纜船苦風戲題四韻奉簡鄭十三郞判官 // 5670 1040,中7.2566,中PDF7.345,揚34.75
登岳陽樓 // 5673 1041,中7.2566,中PDF7.345,揚34.76
陪裴使君登岳陽樓 // 5680 1042,中7.2567,中PDF7.346,揚34.76
過南岳入洞庭湖 // 5689 1043,中7.2567,中PDF7.346,揚34.76
宿青草湖 // 5694 1044,中7.2567,中PDF7.346,揚34.76
宿白沙驛 // 5696 1045,中7.2567,中PDF7.346,揚34.76
湘夫人祠 // 5699 1046,中7.2567,中PDF7.346,揚34.76
祠南夕望 // 5703 1047,中7.2568,中PDF7.347,揚34.77
登白馬潭 // 5705 1048,中7.2568,中PDF7.347,揚34.77
歸雁 // 5480 1049,中7.2568,中PDF7.347,揚34.77
野望 // 5757 1050,中7.2568,中PDF7.347,揚34.77
入喬口 // 5722 1051,中7.2568,中PDF7.347,揚34.77
銅官渚守風 // 5728 1052,中7.2569,中PDF7.348,揚34.77
北風 // 5724 1053,中7.2569,中PDF7.348,揚34.78
雙楓浦 // 5730 1054,中7.2569,中PDF7.348,揚34.78
奉送王信州崟北歸 // 4584 1055,中7.2569,中PDF7.348,揚34.78
江閣臥病走筆寄呈崔盧兩侍御 // 6075 1056,中7.2570,中PDF7.349,揚34.78
潭州送韋員外牧韶州 // 5821 1057,中7.2570,中PDF7.349,揚34.78
江閣對雨有懷行營裴二端公 // 6079 1058,中7.2570,中PDF7.349,揚34.79
酬韋韶州見寄 // 5824 1059,中7.2570,中PDF7.349,揚34.79
千秋節有感二首 // 5828-1 1060-1,中7.2570,中PDF7.349,揚34.79
千秋節有感二首 // 5828-2 1060-2,中7.2570,中PDF7.349,揚34.79
晩秋長沙蔡五侍御飲筵送殷六參軍歸澧州覲省 // 5898 1061,中7.2571,中PDF7.350,揚34.79
湖中送敬十使君適廣陵 // 5852 1062,中7.2571,中PDF7.350,揚34.79
長沙送李十一 // 6090 1063,中7.2571,中PDF7.350,揚34.80
重送劉十弟判官 // 5846 1064,中7.2571,中PDF7.350,揚34.80
奉贈盧五丈參謀 // 5835 1065,中7.2571,中PDF7.350,揚34.80
登舟將適漢陽 // 5849 1066,中7.2572,中PDF7.351,揚34.80
暮秋將歸秦留別湖南幕府親友 // 6087 1067,中7.2572,中PDF7.351,揚34.81
送盧十四弟侍御護韋尙書靈櫬歸上都二十韻 // 5901 1068,中7.2572,中PDF7.351,揚34.81
哭李常侍嶧二首 // 5579-1 1069-1,中7.2573,中PDF7.352,揚34.81
哭李常侍嶧二首 // 5579-2 1069-2,中7.2573,中PDF7.352,揚34.81
哭韋大夫之晉 // 5809 1070,中7.2573,中PDF7.352,揚34.82
舟中夜雪有懷盧十四侍御弟 // 5916 1071,中7.2573,中PDF7.352,揚34.82
對雪 // 5919 1072,中7.2574,中PDF7.353,揚34.82
樓上 // 5826 1073,中7.2574,中PDF7.353,揚34.82
冬晩送長孫漸舍人歸州 // 5923 1074,中7.2574,中PDF7.353,揚34.82
暮冬送蘇四郞徯兵曹適桂州 // 5926 1075,中7.2574,中PDF7.353,揚34.83
風疾舟中伏枕書懷三十六韻奉呈湖南親友 // 6093 1076,中7.2574,中PDF7.353,揚34.83
奉贈蕭二十使君 // 5965 1077,中7.2575,中PDF7.354,揚34.84
奉送二十三舅錄事之攝郴州 // 5973 1078,中7.2576,中PDF7.355,揚34.84
送魏二十四司直充嶺南掌選崔郞中判官兼寄韋韶州 // 5976 1079,中7.2576,中PDF7.355,揚34.84
送趙十七明府之縣 // 5979 1080,中7.2576,中PDF7.355,揚34.85
